,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Section,No plan,No Volume,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
4555,2021-09-27,Vente,"189540,00",2.0,,RUE,0903,DU DOMAINE DES DUNES,33260.0,LA TESTE-DE-BUCH,GH,299,,1,2.0,Appartement,,45.0,2.0,,,
4556,2021-09-27,Vente,"303300,00",2.0,,ALL,1030,EMILE LANUSSE CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1460,,0,3.0,Dépendance,,0.0,0.0,S,,318.0
4557,2021-09-27,Vente,"303300,00",2.0,,ALL,1030,EMILE LANUSSE CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1460,,0,1.0,Maison,,82.0,5.0,S,,318.0
4558,2021-09-27,Vente,"158000,00",34.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,374,,1,3.0,Dépendance,,0.0,0.0,,,
4559,2021-09-27,Vente,"158000,00",34.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,374,,1,2.0,Appartement,,44.0,2.0,,,
4560,2021-09-27,Vente,"705000,00",27.0,T,BD,0612,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GW,286,,0,3.0,Dépendance,,0.0,0.0,S,,743.0
4561,2021-09-27,Vente,"705000,00",27.0,T,BD,0612,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GW,284,,0,,,,,,S,,110.0
4562,2021-09-27,Vente,"335000,00",29.0,B,RUE,0430,DES BOYENS,33260.0,LA TESTE-DE-BUCH,FY,427,,1,2.0,Appartement,,71.0,3.0,,,
4563,2021-10-27,Vente,"400000,00",6.0,,RUE,2438,DES PINS MARITIMES,33260.0,LA TESTE-DE-BUCH,GD,91,,0,3.0,Dépendance,,0.0,0.0,S,,728.0
4564,2021-10-27,Vente,"205000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,3.0,Dépendance,,0.0,0.0,,,
4565,2021-10-27,Vente,"400000,00",6.0,,RUE,2438,DES PINS MARITIMES,33260.0,LA TESTE-DE-BUCH,GD,91,,0,1.0,Maison,,108.0,5.0,S,,728.0
4566,2021-10-27,Vente,"722900,00",6.0,,RUE,0460,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,449,,0,1.0,Maison,,119.0,6.0,S,,542.0
4567,2021-10-27,Vente,"722900,00",6.0,,RUE,0460,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,449,,0,3.0,Dépendance,,0.0,0.0,S,,542.0
4568,2021-10-27,Vente,"240000,00",4.0,,RUE,2407,PIERRE DIGNAC,33260.0,LA TESTE-DE-BUCH,FR,602,,1,3.0,Dépendance,,0.0,0.0,,,
4569,2021-10-27,Vente,"240000,00",4.0,,RUE,2407,PIERRE DIGNAC,33260.0,LA TESTE-DE-BUCH,FR,602,,1,2.0,Appartement,,62.0,3.0,,,
4570,2021-10-27,Vente,"205000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,3.0,Dépendance,,0.0,0.0,,,
4571,2021-10-27,Vente,"205000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,2.0,Appartement,,52.0,3.0,,,
4572,2021-12-27,Vente,"1000000,00",63.0,A,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FD,64,,0,3.0,Dépendance,,0.0,0.0,S,,1080.0
4573,2021-12-27,Vente,"1000000,00",63.0,A,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FD,64,,0,1.0,Maison,,208.0,5.0,S,,1080.0
4574,2021-12-27,Vente,"455000,00",21.0,,RUE,2446,DES PINS VERTS,33260.0,LA TESTE-DE-BUCH,GL,78,,0,1.0,Maison,,88.0,4.0,S,,725.0
4575,2021-12-27,Vente,"240000,00",535.0,,AV,0849,DENIS PAPIN,33260.0,LA TESTE-DE-BUCH,HA,121,,1,4.0,Local industriel. commercial ou assimilé,,200.0,0.0,,,
4576,2021-01-28,Vente,"884800,00",5.0,,ALL,2428,DES PINASSEYRES,33260.0,LA TESTE-DE-BUCH,FM,409,,0,1.0,Maison,,120.0,4.0,S,,626.0
4577,2021-01-28,Vente,"995000,00",2.0,,IMP,1602,DES JACQUETS,33260.0,LA TESTE-DE-BUCH,GT,186,,0,1.0,Maison,,136.0,5.0,AG,,1000.0
4578,2021-01-28,Vente,"1455000,00",10.0,,ALL,0496,BRUMAIRE PYLA,33115.0,LA TESTE-DE-BUCH,FA,182,,0,1.0,Maison,,149.0,5.0,S,,500.0
4579,2021-01-28,Vente,"1455000,00",10.0,,ALL,0496,BRUMAIRE PYLA,33115.0,LA TESTE-DE-BUCH,FA,182,,0,1.0,Maison,,149.0,5.0,AG,,535.0
4580,2021-01-28,Vente,"995000,00",2.0,,IMP,1602,DES JACQUETS,33260.0,LA TESTE-DE-BUCH,GT,186,,0,1.0,Maison,,136.0,5.0,S,,830.0
4581,2021-01-28,Vente,"140000,00",201.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,376,,1,2.0,Appartement,,31.0,1.0,,,
4582,2021-04-28,Vente,"1,00",19.0,,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,GA,118,,0,,,,,,AB,ALLEE,53.0
4583,2021-05-28,Vente,"240000,00",22.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GB,367,,1,3.0,Dépendance,,0.0,0.0,,,
4584,2021-05-28,Vente,"240000,00",22.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GB,367,,1,2.0,Appartement,,60.0,3.0,,,
4585,2021-05-28,Vente,"240000,00",22.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GB,367,,1,3.0,Dépendance,,0.0,0.0,,,
4586,2021-05-28,Vente en l'état futur d'achèvement,"280000,00",1806.0,,,A028,HIPPODROME DU BECQUET,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,
4587,2021-05-28,Vente en l'état futur d'achèvement,"280000,00",1806.0,,,A028,HIPPODROME DU BECQUET,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,
4588,2021-05-28,Vente,"980000,00",75.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BI,607,,0,3.0,Dépendance,,0.0,0.0,AG,,522.0
4589,2021-05-28,Vente,"230000,00",47.0,,RUE,2864,DE SECARY,33260.0,LA TESTE-DE-BUCH,GW,305,,0,,,,,,S,,469.0
4590,2021-05-28,Vente en l'état futur d'achèvement,"280000,00",1806.0,,,A028,HIPPODROME DU BECQUET,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,
4591,2021-05-28,Vente,"980000,00",75.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BI,607,,0,3.0,Dépendance,,0.0,0.0,S,,500.0
4592,2021-05-28,Vente,"800000,00",35.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,156,,0,4.0,Local industriel. commercial ou assimilé,,98.0,0.0,S,,549.0
4593,2021-05-28,Vente,"800000,00",35.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,156,,0,4.0,Local industriel. commercial ou assimilé,,305.0,0.0,S,,549.0
4594,2021-05-28,Vente,"800000,00",35.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,156,,0,2.0,Appartement,,65.0,3.0,S,,549.0
4595,2021-05-28,Vente,"522000,00",1.0,,RUE,0655,DES CHASSEURS,33260.0,LA TESTE-DE-BUCH,FY,835,,0,1.0,Maison,,90.0,4.0,S,,527.0
4596,2021-05-28,Vente,"980000,00",75.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BI,607,,0,1.0,Maison,,126.0,5.0,S,,500.0
4597,2021-05-28,Vente,"980000,00",75.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BI,607,,0,1.0,Maison,,126.0,5.0,AG,,522.0
4598,2021-06-28,Vente,"765000,00",14.0,,RUE,2533,DES PLATANES,33260.0,LA TESTE-DE-BUCH,FN,322,,0,1.0,Maison,,180.0,5.0,AB,,451.0
4599,2021-06-28,Vente,"260000,00",118.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FT,21,,1,2.0,Appartement,,64.0,3.0,,,
4600,2021-06-28,Vente,"260000,00",118.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FT,21,,1,3.0,Dépendance,,0.0,0.0,,,
4601,2021-06-28,Vente,"572864,75",22.0,,RUE,0875,DU DOC LACASSIE,33260.0,LA TESTE-DE-BUCH,GC,151,,0,1.0,Maison,,104.0,5.0,S,,566.0
4602,2021-06-28,Vente,"260000,00",118.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FT,21,,1,3.0,Dépendance,,0.0,0.0,,,
4603,2021-06-28,Vente,"260000,00",118.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FT,21,,1,3.0,Dépendance,,0.0,0.0,,,
4604,2021-06-28,Vente en l'état futur d'achèvement,"350000,00",2.0,,RUE,1188,DES FRERES PEREIRE,33260.0,LA TESTE-DE-BUCH,GM,864,,1,3.0,Dépendance,,0.0,0.0,,,
4605,2021-06-28,Vente en l'état futur d'achèvement,"350000,00",2.0,,RUE,1188,DES FRERES PEREIRE,33260.0,LA TESTE-DE-BUCH,GM,864,,1,2.0,Appartement,,82.0,4.0,,,
4606,2021-06-28,Vente,"295000,00",52.0,,RUE,1970,DE MAUGIS,33260.0,LA TESTE-DE-BUCH,GI,260,,0,1.0,Maison,,64.0,3.0,S,,536.0
4607,2021-06-28,Vente en l'état futur d'achèvement,"350000,00",2.0,,RUE,1188,DES FRERES PEREIRE,33260.0,LA TESTE-DE-BUCH,GM,864,,1,3.0,Dépendance,,0.0,0.0,,,
4608,2021-06-28,Vente,"295000,00",52.0,,RUE,1970,DE MAUGIS,33260.0,LA TESTE-DE-BUCH,GI,260,,0,3.0,Dépendance,,0.0,0.0,S,,536.0
4609,2021-07-28,Vente,"659000,00",8.0,,RUE,1844,LOUIS GAUME,33260.0,LA TESTE-DE-BUCH,GL,160,,1,1.0,Maison,,109.0,5.0,,,
4610,2021-07-28,Vente,"659000,00",8.0,,RUE,1844,LOUIS GAUME,33260.0,LA TESTE-DE-BUCH,GL,160,,1,3.0,Dépendance,,0.0,0.0,,,
4611,2021-07-28,Vente,"1435407,00",2.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,402,,0,3.0,Dépendance,,0.0,0.0,S,,414.0
4612,2021-07-28,Vente,"1435407,00",2.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,402,,0,1.0,Maison,,169.0,5.0,AG,,1000.0
4613,2021-07-28,Vente,"1435407,00",2.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,402,,0,3.0,Dépendance,,0.0,0.0,AG,,1000.0
4614,2021-07-28,Vente,"454117,00",4.0,,AV,1201,DES GALIPES LE PYLA,33115.0,LA TESTE-DE-BUCH,BP,171,,1,2.0,Appartement,,50.0,3.0,,,
4615,2021-07-28,Vente,"280000,00",6.0,,IMP,2753,ROGER LACOSTE,33260.0,LA TESTE-DE-BUCH,GA,314,,0,3.0,Dépendance,,0.0,0.0,S,,319.0
4616,2021-07-28,Vente,"1435407,00",2.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,402,,0,1.0,Maison,,169.0,5.0,S,,414.0
4617,2021-07-28,Vente,"280000,00",6.0,,IMP,2753,ROGER LACOSTE,33260.0,LA TESTE-DE-BUCH,GA,314,,0,1.0,Maison,,78.0,4.0,S,,319.0
4618,2021-07-28,Vente,"230000,00",1.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,234,,1,2.0,Appartement,,44.0,2.0,,,
4619,2021-07-28,Vente,"375400,00",80.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FS,530,,0,1.0,Maison,,94.0,4.0,S,,264.0
4620,2021-07-28,Vente,"454117,00",4.0,,AV,1201,DES GALIPES LE PYLA,33115.0,LA TESTE-DE-BUCH,BP,171,,1,,,,,,S,,112.0
4621,2021-07-28,Vente,"454117,00",22.0,,AV,0500,DES BRUYERES PYLA,33115.0,LA TESTE-DE-BUCH,BP,171,,1,3.0,Dépendance,,0.0,0.0,,,
4622,2021-07-28,Vente,"230000,00",8.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,234,,1,3.0,Dépendance,,0.0,0.0,,,
4623,2021-07-28,Vente,"659000,00",8.0,,RUE,1844,LOUIS GAUME,33260.0,LA TESTE-DE-BUCH,GL,160,,1,1.0,Maison,,67.0,3.0,,,
4624,2021-09-28,Vente,"168000,00",10.0,,RUE,2407,PIERRE DIGNAC,33260.0,LA TESTE-DE-BUCH,FR,611,,1,2.0,Appartement,,34.0,2.0,,,
4625,2021-09-28,Vente,"50000,00",9004.0,,RUE,0259,DU BAOU,33260.0,LA TESTE-DE-BUCH,FP,222,,0,4.0,Local industriel. commercial ou assimilé,,3109.0,0.0,S,,5104.0
4626,2021-09-28,Vente,"50000,00",9000.0,,,B204,LES GOYNES,33260.0,LA TESTE-DE-BUCH,FP,225,,0,,,,,,J,MARAI,397.0
4627,2021-09-28,Vente,"168000,00",10.0,,RUE,2407,PIERRE DIGNAC,33260.0,LA TESTE-DE-BUCH,FR,611,,1,3.0,Dépendance,,0.0,0.0,,,
4628,2021-10-28,Vente,"400000,00",,,,B083,CABANE NEUVE,33260.0,LA TESTE-DE-BUCH,CL,89,,0,,,,,,BR,PIN,135189.0
4629,2021-10-28,Vente,"1600000,00",6.0,,AV,2028,DES MESANGES PYLA,33115.0,LA TESTE-DE-BUCH,BV,202,,0,3.0,Dépendance,,0.0,0.0,S,,986.0
4630,2021-10-28,Vente,"400000,00",,,,B083,CABANE NEUVE,33260.0,LA TESTE-DE-BUCH,CL,89,,0,,,,,,BR,PIN,101856.0
4631,2021-10-28,Vente,"400000,00",,,,B083,CABANE NEUVE,33260.0,LA TESTE-DE-BUCH,CL,90,,0,,,,,,BR,PIN,229611.0
4632,2021-10-28,Vente,"1600000,00",6.0,,AV,2028,DES MESANGES PYLA,33115.0,LA TESTE-DE-BUCH,BV,202,,0,1.0,Maison,,117.0,4.0,S,,986.0
4633,2021-10-28,Vente,"970000,00",2.0,,ALL,3082,VENDEMIAIRE PYLA,33115.0,LA TESTE-DE-BUCH,FB,348,,0,1.0,Maison,,140.0,7.0,S,,940.0
4634,2021-12-28,Vente,"1050000,00",27.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,382,,0,1.0,Maison,,92.0,4.0,S,,588.0
4635,2021-12-28,Vente,"245000,00",,,,B238,JEANTET,33260.0,LA TESTE-DE-BUCH,CS,1452,,0,,,,,,AB,,58.0
4636,2021-12-28,Vente,"245000,00",13.0,,RUE,2610,PORTE TENY CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1451,,0,,,,,,AB,ALLEE,20.0
4637,2021-12-28,Vente,"245000,00",,,,B238,JEANTET,33260.0,LA TESTE-DE-BUCH,CS,1447,,0,,,,,,AB,,483.0
4638,2021-12-28,Vente,"245000,00",11.0,,RUE,2610,PORTE TENY CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1444,,0,3.0,Dépendance,,0.0,0.0,S,,96.0
4639,2021-12-28,Vente,"245000,00",11.0,,RUE,2610,PORTE TENY CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1444,,0,1.0,Maison,,86.0,4.0,S,,96.0
4640,2021-12-28,Vente,"389000,00",25.0,,RUE,1593,JAMES COOK,33260.0,LA TESTE-DE-BUCH,FN,206,,0,1.0,Maison,,65.0,4.0,S,,549.0
4641,2021-12-28,Vente,"1050000,00",27.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,382,,0,1.0,Maison,,92.0,4.0,AG,,592.0
4642,2021-12-28,Vente,"245000,00",15.0,,RUE,2610,PORTE TENY CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1454,,0,,,,,,AG,,62.0
4643,2021-01-29,Vente,"1270000,00",12.0,,ALL,1790,DES LAURIERS PYLA,33115.0,LA TESTE-DE-BUCH,BS,89,,0,1.0,Maison,,129.0,7.0,S,,514.0
4644,2021-01-29,Vente,"415000,00",5.0,,RUE,1596,JACQUES DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,549,,0,1.0,Maison,,82.0,5.0,S,,905.0
4645,2021-01-29,Vente,"500000,00",11.0,,ALL,1599,JEAN ARMAND DANEY,33115.0,LA TESTE-DE-BUCH,BX,36,,0,1.0,Maison,,57.0,4.0,S,,650.0
4646,2021-01-29,Vente,"500000,00",50.0,A,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GK,361,,0,1.0,Maison,,92.0,4.0,S,,403.0
4647,2021-01-29,Vente,"8730000,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,366,,0,,,,,,S,,372.0
4648,2021-01-29,Vente,"427800,00",88.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FW,67,,0,1.0,Maison,,94.0,4.0,S,,883.0
4649,2021-01-29,Vente,"220000,00",10.0,C,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,462,,0,,,,,,AB,,433.0
4650,2021-01-29,Vente,"8730000,00",184.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,361,,0,1.0,Maison,,272.0,10.0,S,,785.0
4651,2021-01-29,Vente,"8730000,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,363,,0,,,,,,AG,,738.0
4652,2021-01-29,Vente,"288000,00",33.0,,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GH,400,,1,2.0,Appartement,,71.0,3.0,,,
4653,2021-01-29,Vente,"20000,00",,,,B110,CAZAUX LAC,33260.0,LA TESTE-DE-BUCH,CX,1,,0,,,,,,S,,390.0
4654,2021-01-29,Vente,"500000,00",,,,B074,LES BRISANTS,33115.0,LA TESTE-DE-BUCH,BX,179,,0,,,,,,S,,95.0
4655,2021-01-29,Vente,"8730000,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,359,,0,,,,,,AG,,2127.0
4656,2021-01-29,Vente,"500000,00",50.0,A,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GK,361,,0,4.0,Local industriel. commercial ou assimilé,,145.0,0.0,S,,403.0
4657,2021-01-29,Vente,"500000,00",50.0,A,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GK,360,,0,,,,,,S,,6.0
4658,2021-01-29,Vente,"500000,00",,,,B074,LES BRISANTS,33115.0,LA TESTE-DE-BUCH,BX,182,,0,,,,,,S,,76.0
4659,2021-01-29,Vente,"20000,00",,,,B110,CAZAUX LAC,33260.0,LA TESTE-DE-BUCH,CX,1,,0,,,,,,BR,PIN,2268.0
4660,2021-03-29,Vente,"385000,00",16.0,B,RUE,0430,DES BOYENS,33260.0,LA TESTE-DE-BUCH,FY,692,,1,2.0,Appartement,,100.0,4.0,,,
4661,2021-03-29,Vente,"284790,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,1.0,Maison,,84.0,4.0,,,
4662,2021-03-29,Vente,"348000,00",66.0,,RUE,2665,DU PROF PAUL LANGEVIN,33260.0,LA TESTE-DE-BUCH,GC,141,,0,1.0,Maison,,81.0,4.0,S,,518.0
4663,2021-03-29,Vente,"385000,00",16.0,B,RUE,0430,DES BOYENS,33260.0,LA TESTE-DE-BUCH,FY,692,,1,3.0,Dépendance,,0.0,0.0,,,
4664,2021-03-29,Vente,"385000,00",16.0,B,RUE,0430,DES BOYENS,33260.0,LA TESTE-DE-BUCH,FY,692,,1,3.0,Dépendance,,0.0,0.0,,,
4665,2021-04-29,Vente,"1433084,00",8.0,,RUE,0030,DE L AIGUILLON,33260.0,LA TESTE-DE-BUCH,FH,47,,1,2.0,Appartement,,143.0,4.0,,,
4666,2021-04-29,Vente,"1069238,00",19.0,K,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,GA,509,,0,1.0,Maison,,189.0,6.0,S,,652.0
4667,2021-04-29,Vente,"1433084,00",8.0,,RUE,0030,DE L AIGUILLON,33260.0,LA TESTE-DE-BUCH,FH,47,,1,3.0,Dépendance,,0.0,0.0,,,
4668,2021-04-29,Vente,"180000,00",48.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,213,,1,3.0,Dépendance,,0.0,0.0,,,
4669,2021-04-29,Vente,"180000,00",48.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,213,,1,1.0,Maison,,60.0,3.0,,,
4670,2021-04-29,Vente,"1433084,00",8.0,,RUE,0030,DE L AIGUILLON,33260.0,LA TESTE-DE-BUCH,FH,47,,1,3.0,Dépendance,,0.0,0.0,,,
4671,2021-04-29,Vente,"1,00",,,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FR,34,,0,,,,,,AB,ALLEE,148.0
4672,2021-04-29,Vente,"180000,00",48.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,213,,1,3.0,Dépendance,,0.0,0.0,,,
4673,2021-06-29,Vente,"205000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,3.0,Dépendance,,0.0,0.0,,,
4674,2021-06-29,Vente,"205000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,3.0,Dépendance,,0.0,0.0,,,
4675,2021-06-29,Vente,"881000,00",,,RUE,1310,DU MAL LECLERC CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1439,,0,,,,,,AG,,574.0
4676,2021-06-29,Vente,"881000,00",93.0,,RUE,1310,DU MAL LECLERC CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1438,,0,1.0,Maison,,65.0,3.0,S,,698.0
4677,2021-06-29,Vente,"881000,00",,,,B111,CAZAUX NORD OUEST,33260.0,LA TESTE-DE-BUCH,CS,1436,,0,,,,,,E,CANAL,99.0
4678,2021-06-29,Vente,"415000,00",7.0,B,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,918,,0,1.0,Maison,,78.0,3.0,S,,225.0
4679,2021-06-29,Vente,"205000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,2.0,Appartement,,52.0,3.0,,,
4680,2021-06-29,Vente,"415000,00",54.0,,AV,2422,DE LA PINEDE DE CONTEAU,33260.0,LA TESTE-DE-BUCH,GD,25,,0,1.0,Maison,,81.0,3.0,S,,535.0
4681,2021-06-29,Vente,"881000,00",,,,B111,CAZAUX NORD OUEST,33260.0,LA TESTE-DE-BUCH,CS,1435,,0,,,,,,E,CANAL,95.0
4682,2021-06-29,Vente,"439730,00",8.0,,ALL,2267,DES ORMES,33260.0,LA TESTE-DE-BUCH,GV,140,,1,1.0,Maison,,98.0,6.0,,,
4683,2021-07-29,Vente,"120000,00",401.0,,AV,3205,VULCAIN,33260.0,LA TESTE-DE-BUCH,GZ,49,,2,4.0,Local industriel. commercial ou assimilé,,120.0,0.0,,,
4684,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,290,,0,,,,,,BR,PIN,978.0
4685,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,291,,0,,,,,,BR,PIN,1177.0
4686,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,333,,0,,,,,,BR,PIN,1515.0
4687,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,334,,0,,,,,,BR,PIN,796.0
4688,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,336,,0,,,,,,BR,PIN,2711.0
4689,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,337,,0,,,,,,BR,PIN,1682.0
4690,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,338,,0,,,,,,BR,PIN,930.0
4691,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,339,,0,,,,,,BR,PIN,934.0
4692,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,340,,0,,,,,,BR,PIN,755.0
4693,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,341,,0,,,,,,BR,PIN,1455.0
4694,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,398,,0,,,,,,BR,PIN,1235.0
4695,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,399,,0,,,,,,BR,PIN,1064.0
4696,2021-07-29,Vente,"13000,00",,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BH,412,,0,,,,,,BR,PIN,2178.0
4697,2021-07-29,Vente,"1080810,00",58.0,,ALL,1833,DE LA LISIERE DU GOLF,33260.0,LA TESTE-DE-BUCH,FP,6,,0,1.0,Maison,,132.0,5.0,S,,1020.0
4698,2021-07-29,Vente en l'état futur d'achèvement,"335000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
4699,2021-07-29,Vente en l'état futur d'achèvement,"335000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
4700,2021-07-29,Vente en l'état futur d'achèvement,"335000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
4701,2021-07-29,Vente,"1390000,00",,,,B405,SUPER PYLA,33115.0,LA TESTE-DE-BUCH,BV,304,,0,,,,,,AB,,1148.0
4702,2021-07-29,Vente,"227499,00",21.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,316,,1,3.0,Dépendance,,0.0,0.0,,,
4703,2021-07-29,Vente,"227499,00",21.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,316,,1,3.0,Dépendance,,0.0,0.0,,,
4704,2021-07-29,Vente,"227499,00",21.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,316,,1,2.0,Appartement,,71.0,3.0,,,
